class	ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
MSU	TU13212_ORF_4	600	+	3	396	485	90	0.5878	-0.985263149	0.00154718
MSU	TU13212_ORF_5	600	+	2	167	250	84	0.9228	0.346465153	0.091625019
MSU	TU13211_ORF_1	1512	+	1	190	387	198	0.6753	0.048524417	0.018080625
MSU	TU13211_ORF_2	1512	+	3	624	767	144	0.8599	-0.168442605	0.011846697
MSU	TU13211_ORF_3	1512	+	2	1229	1366	138	0.9706	-0.185743202	0.015112967
MSU	TU13211_ORF_4	1512	+	3	1089	1187	99	0.8794	-0.117126338	0.009577786
MSU	TU13211_ORF_5	1512	+	1	1216	1311	96	1.0021	0.470061516	0.053264786
MSU	TU13749_ORF_1	528	+	3	30	212	183	0.681	-0.074236992	0.044105358
MSU	TU14104_ORF_1	469	+	3	387	467	81	0.6331	-0.844323004	0.002746592
MSU	TU14153_ORF_1	327	+	3	57	197	141	0.744	-0.43047843	0.021104886
MSU	TU14167_ORF_1	331	+	3	111	329	219	0.5567	-0.183674638	0.041584032
MSU	TU14167_ORF_2	331	+	2	77	208	132	0.3998	-0.402754501	0.00726778
MSU	TU14167_ORF_3	331	+	1	205	330	126	0.8954	-0.117092108	0.059744437
MSU	TU14167_ORF_4	331	+	2	227	331	105	1.111	-0.310311182	0.060619728
MSU	TU14166_ORF_1	349	+	3	129	347	219	0.5567	-0.183674638	0.040626323
MSU	TU14166_ORF_2	349	+	2	95	226	132	0.3998	-0.402754501	0.007094547
MSU	TU14166_ORF_3	349	+	1	223	348	126	0.8954	-0.117092108	0.058393964
MSU	TU14166_ORF_4	349	+	2	245	349	105	1.111	-0.310311182	0.059250716
MSU	TU14198_ORF_1	430	+	2	35	112	78	1.076	-0.36808387	0.033577865
MSU	TU14462_ORF_1	1032	+	3	732	1031	300	0.6706	-0.33186092	0.033199668
MSU	TU14462_ORF_2	1032	+	1	361	546	186	0.9278	0.080141855	0.069251205
MSU	TU14462_ORF_3	1032	+	1	934	1032	99	0.6592	0.026195342	0.013048677
MSU	TU14462_ORF_4	1032	+	3	216	311	96	0.9239	-0.418962575	0.009909318
MSU	TU14462_ORF_5	1032	+	3	543	623	81	0.9643	-0.665735018	0.005461164
MSU	TU14460_ORF_1	876	+	3	234	440	207	0.7258	-0.147402568	0.033217992
MSU	TU14460_ORF_2	876	+	3	54	191	138	0.798	-0.032279724	0.029814621
MSU	TU14460_ORF_3	876	+	1	220	345	126	0.9292	-0.338481281	0.019477923
MSU	TU14460_ORF_4	876	+	2	278	400	123	0.9695	-0.136402835	0.034352145
MSU	TU14460_ORF_5	876	+	1	22	123	102	0.9102	-0.174701666	0.021950943
MSU	TU14496_ORF_1	1627	+	1	178	285	108	0.8841	-0.580415497	0.002983903
MSU	TU14496_ORF_2	1627	+	2	263	370	108	0.7127	-0.562189279	0.001839482
MSU	TU14496_ORF_3	1627	+	2	1019	1120	102	0.797	-0.354399521	0.003717807
MSU	TU14496_ORF_4	1627	+	1	313	396	84	1.0562	-0.928421478	0.001782056
MSU	TU14497_ORF_1	1565	+	1	178	285	108	0.8841	-0.580415497	0.003243548
MSU	TU14497_ORF_2	1565	+	2	263	370	108	0.7127	-0.562189279	0.001999744
MSU	TU14497_ORF_3	1565	+	3	957	1058	102	0.797	-0.354399521	0.004041053
MSU	TU14497_ORF_4	1565	+	1	313	396	84	1.0562	-0.928421478	0.001937325
MSU	TU14749_ORF_1	534	+	2	236	370	135	0.535	-0.353181983	0.009674313
MSU	TU14749_ORF_2	534	+	1	265	354	90	0.6911	-0.301896827	0.011864977
MSU	TU14796_ORF_1	872	+	1	685	864	180	0.488	-0.465406118	0.006054291
MSU	TU14796_ORF_2	872	+	2	143	268	126	0.7877	-0.145063321	0.020120704
MSU	TU14796_ORF_3	872	+	1	289	378	90	0.9229	-0.309176967	0.015052301
MSU	TU14899_ORF_1	1861	+	1	1189	1395	207	0.6691	-0.488464359	0.003355228
MSU	TU14899_ORF_2	1861	+	3	564	683	120	1.0229	-0.213217479	0.008906761
MSU	TU14899_ORF_3	1861	+	3	1725	1826	102	0.8251	-0.629531262	0.001530943
MSU	TU14899_ORF_4	1861	+	2	638	736	99	0.7266	-0.528124385	0.001403564
MSU	TU14899_ORF_5	1861	+	2	347	442	96	0.5926	-0.552740779	0.000852712
MSU	TU14900_ORF_1	5800	+	2	3905	4225	321	0.6226	-0.220212814	7.47E-05
MSU	TU14900_ORF_2	5800	+	1	4879	5151	273	0.952	-0.365574984	9.52E-05
MSU	TU14900_ORF_3	5800	+	1	1189	1395	207	0.6691	-0.488464359	1.65E-05
MSU	TU14900_ORF_4	5800	+	2	3530	3658	129	0.8258	-0.687769687	8.32E-06
MSU	TU14900_ORF_5	5800	+	3	2019	2147	129	0.4918	-0.468336229	5.03E-06
MSU	TU14898_ORF_1	850	+	1	178	384	207	0.6691	-0.488464359	0.013008073
MSU	TU14898_ORF_2	850	+	3	714	815	102	0.8251	-0.629531262	0.005966822
MSU	TU14898_ORF_3	850	+	1	760	840	81	0.554	-0.726445666	0.001709125
MSU	TU14897_ORF_1	4789	+	2	2894	3214	321	0.6226	-0.220212814	0.000292293
MSU	TU14897_ORF_2	4789	+	1	3868	4140	273	0.952	-0.365574984	0.000372437
MSU	TU14897_ORF_3	4789	+	1	178	384	207	0.6691	-0.488464359	6.46E-05
MSU	TU14897_ORF_4	4789	+	2	2519	2647	129	0.8258	-0.687769687	3.26E-05
MSU	TU14897_ORF_5	4789	+	3	1008	1136	129	0.4918	-0.468336229	1.97E-05
MSU	TU15020_ORF_1	405	+	1	100	195	96	0.9684	-0.445166802	0.024517458
MSU	TU15358_ORF_1	533	+	2	323	460	138	0.5777	-0.621407302	0.005984262
MSU	TU15358_ORF_2	533	+	1	85	219	135	0.7631	0.061415964	0.050747782
MSU	TU15546_ORF_1	442	+	2	182	307	126	0.5825	-0.258062042	0.01464005
MSU	TU15546_ORF_2	442	+	3	27	152	126	0.6932	-0.071064619	0.031704044
MSU	TU15546_ORF_3	442	+	1	133	252	120	0.7703	-0.712369387	0.00838152
MSU	TU15546_ORF_4	442	+	2	314	397	84	0.9017	-0.286159487	0.024993517
MSU	TU15576_ORF_1	329	+	2	53	289	237	0.8314	0.107740214	0.193244405
MSU	TU15576_ORF_2	329	+	1	91	222	132	1.0968	-0.184064118	0.096229711
MSU	TU17222_ORF_1	1621	+	2	8	322	315	0.6556	-0.432490457	0.01310491
MSU	TU17222_ORF_2	1621	+	3	237	416	180	0.7585	-0.044308447	0.0138265
MSU	TU17222_ORF_3	1621	+	1	589	756	168	0.9003	0.117314515	0.027970235
MSU	TU17222_ORF_4	1621	+	2	1394	1534	141	0.9077	-0.150552541	0.012043402
MSU	TU17222_ORF_5	1621	+	1	178	303	126	0.7032	-0.293130159	0.004018954
MSU	TU17582_ORF_1	283	+	3	30	128	99	0.6317	-0.471824921	0.010003848
MSU	TU17721_ORF_1	433	+	3	105	431	327	0.4833	-0.00528925	0.107365134
MSU	TU17721_ORF_2	433	+	2	284	397	114	0.6467	-0.250838196	0.016497078
MSU	TU17721_ORF_3	433	+	2	35	127	93	0.6369	-0.146917325	0.017046707
MSU	TU17720_ORF_1	1468	+	3	105	344	240	0.6686	0.063551566	0.027970369
MSU	TU17720_ORF_2	1468	+	2	521	676	156	0.7616	0.166278057	0.022794676
MSU	TU17720_ORF_3	1468	+	1	313	444	132	0.7819	-0.007653759	0.013056827
MSU	TU17720_ORF_4	1468	+	2	698	823	126	0.6743	0.241879483	0.016119799
MSU	TU17720_ORF_5	1468	+	1	1024	1131	108	0.6977	-0.343285376	0.003674132
MSU	TU17947_ORF_1	492	+	1	64	279	216	0.9552	-0.216056194	0.097079842
MSU	TU18033_ORF_1	429	+	3	114	200	87	0.8158	-0.32235864	0.018495992
MSU	TU18033_ORF_2	429	+	3	327	404	78	0.3621	-0.993020961	0.000858182
MU	TU548_ORF_1	459	+	1	1	195	195	0.9575	-0.005974398	0.134685551
MU	TU548_ORF_2	459	+	1	286	423	138	0.5379	-0.234428081	0.014674576
MU	TU548_ORF_3	459	+	2	329	457	129	0.5665	-0.402690344	0.009931561
MU	TU548_ORF_4	459	+	2	68	157	90	1.3453	0.275492608	0.285415302
MU	TU1274_ORF_1	572	+	2	134	328	195	0.6825	-0.518253731	0.016461255
MU	TU1274_ORF_2	572	+	2	383	535	153	0.8545	-0.405471988	0.025070804
MU	TU1274_ORF_3	572	+	3	387	500	114	1.1029	0.596042155	0.302307211
MU	TU1274_ORF_4	572	+	2	14	118	105	1.1492	-0.265865683	0.055124279
MU	TU1275_ORF_1	569	+	2	131	325	195	0.6825	-0.518253731	0.016526951
MU	TU1275_ORF_2	569	+	2	380	532	153	0.8545	-0.405471988	0.025169981
MU	TU1275_ORF_3	569	+	3	384	497	114	1.1029	0.596042155	0.303162069
MU	TU1275_ORF_4	569	+	2	14	115	102	1.1206	-0.193874403	0.058446911
MU	TU1276_ORF_1	625	+	1	187	381	195	0.6825	-0.518253731	0.015342092
MU	TU1276_ORF_2	625	+	1	436	588	153	0.8545	-0.405471988	0.023380212
MU	TU1276_ORF_3	625	+	2	14	133	120	0.8874	0.015050074	0.051484203
MU	TU1276_ORF_4	625	+	2	440	553	114	1.1029	0.596042155	0.28743352
MU	TU1950_ORF_1	1169	+	3	258	407	150	0.6705	-0.650636541	0.003508951
MU	TU1950_ORF_2	1169	+	2	212	343	132	0.8219	-0.312400312	0.01066999
MU	TU1950_ORF_3	1169	+	1	205	321	117	0.7209	-0.205421073	0.008861752
MU	TU1950_ORF_4	1169	+	3	777	857	81	1.0565	-0.291593767	0.014666983
MU	TU1950_ORF_5	1169	+	2	557	634	78	0.7503	-0.421953636	0.004106255
MU	TU2096_ORF_1	236	+	3	66	230	165	0.5805	-0.406186563	0.018933859
MU	TU2254_ORF_1	702	+	2	218	391	174	0.7657	-0.019915178	0.047470856
MU	TU2254_ORF_2	702	+	2	392	538	147	0.9061	-0.112168187	0.046253224
MU	TU2254_ORF_3	702	+	3	84	224	141	0.8023	-0.019947168	0.039994451
MU	TU2254_ORF_4	702	+	1	208	330	123	0.613	0.245174477	0.036085668
MU	TU2254_ORF_5	702	+	3	567	665	99	0.9123	-0.375142671	0.016907912
MU	TU2256_ORF_1	411	+	3	129	254	126	0.7919	0.159275894	0.07446143
MU	TU2256_ORF_2	411	+	2	104	211	108	0.8611	-0.207629925	0.034013545
MU	TU2492_ORF_1	651	+	2	188	277	90	0.6019	-0.119685093	0.01191425
MU	TU2492_ORF_2	651	+	2	359	442	84	0.5275	-0.503902601	0.003602267
MU	TU2489_ORF_1	904	+	2	689	904	216	0.5767	-0.419814666	0.011628541
MU	TU2489_ORF_2	904	+	1	397	561	165	0.6744	-0.35951161	0.011568505
MU	TU2489_ORF_3	904	+	2	515	661	147	0.5641	-0.241265901	0.009344838
MU	TU2489_ORF_4	904	+	3	804	902	99	0.4255	-0.406205722	0.002700703
MU	TU2680_ORF_1	431	+	1	166	414	249	0.7401	-0.206498738	0.076122676
MU	TU2680_ORF_2	431	+	2	212	388	177	0.8657	-0.194415915	0.061980527
MU	TU2686_ORF_1	1228	+	2	209	349	141	0.7435	-0.773333452	0.002793981
MU	TU2686_ORF_2	1228	+	3	768	860	93	0.6746	-0.682158473	0.001840405
MU	TU2687_ORF_1	1207	+	2	209	328	120	0.9175	-0.654335339	0.005417161
MU	TU2687_ORF_2	1207	+	3	747	839	93	0.6746	-0.682158473	0.001893225
MU	TU2690_ORF_1	1210	+	2	209	331	123	0.8053	-0.678228255	0.003707664
MU	TU2690_ORF_2	1210	+	3	750	842	93	0.6746	-0.682158473	0.001885587
MU	TU2692_ORF_1	1251	+	1	253	372	120	0.9175	-0.654335339	0.005106362
MU	TU2692_ORF_2	1251	+	2	791	883	93	0.6746	-0.682158473	0.001784242
MU	TU2688_ORF_1	872	+	3	771	863	93	0.6746	-0.682158473	0.002972572
MU	TU2689_ORF_1	869	+	2	209	349	141	0.7435	-0.773333452	0.004528329
MU	TU2689_ORF_2	869	+	3	768	860	93	0.6746	-0.682158473	0.002984598
MU	TU2691_ORF_1	848	+	2	209	328	120	0.9175	-0.654335339	0.008765519
MU	TU2691_ORF_2	848	+	3	747	839	93	0.6746	-0.682158473	0.003070155
MU	TU2694_ORF_1	851	+	2	209	331	123	0.8053	-0.678228255	0.00600576
MU	TU2694_ORF_2	851	+	3	750	842	93	0.6746	-0.682158473	0.003057784
MU	TU2693_ORF_1	895	+	1	253	375	123	0.8053	-0.678228255	0.005661384
MU	TU2693_ORF_2	895	+	2	794	886	93	0.6746	-0.682158473	0.002881958
MU	TU2787_ORF_1	789	+	3	252	488	237	0.4902	-0.271027873	0.01778803
MU	TU2787_ORF_2	789	+	2	503	712	210	0.5411	-0.448316243	0.010786271
MU	TU2787_ORF_3	789	+	2	197	349	153	0.6855	-0.243325875	0.016532924
MU	TU2787_ORF_4	789	+	1	493	624	132	0.7086	-0.429438426	0.009500071
MU	TU2787_ORF_5	789	+	2	32	118	87	0.7125	-0.996591155	0.001668702
MU	TU3200_ORF_1	437	+	3	165	287	123	0.6164	-0.481207828	0.009378037
MU	TU3643_ORF_1	227	+	2	146	226	81	0.4771	-0.881951239	0.002151598
MU	TU3649_ORF_1	789	+	2	122	319	198	1.02	-0.276518378	0.060908773
MU	TU3649_ORF_2	789	+	1	454	603	150	0.599	-0.774817593	0.003489638
MU	TU3649_ORF_3	789	+	3	483	569	87	0.6362	-0.550464161	0.003838575
MU	TU3665_ORF_1	444	+	2	62	154	93	0.8539	-0.235931129	0.026242421
MU	TU3850_ORF_1	576	+	3	282	380	99	0.5001	-0.654905536	0.002913521
MU	TU3977_ORF_1	360	+	2	5	226	222	0.7728	0.105315754	0.143049207
MU	TU3977_ORF_2	360	+	3	165	254	90	0.9047	-0.167713648	0.038919626
MU	TU3977_ORF_3	360	+	1	76	159	84	0.7366	-0.090438833	0.026787402
MU	TU4069_ORF_1	291	+	2	209	289	81	0.925	0.279965494	0.113431389
MU	TU4315_ORF_1	380	+	3	126	308	183	0.6592	-0.233172533	0.034726648
MU	TU4315_ORF_2	380	+	2	290	379	90	0.6843	-0.374317915	0.012019917
MU	TU4490_ORF_1	1454	+	3	1104	1409	306	0.646	-0.450114411	0.014095919
MU	TU4490_ORF_2	1454	+	1	361	504	144	0.9527	-0.199286088	0.015777104
MU	TU4490_ORF_3	1454	+	1	214	324	111	0.5957	-0.25777468	0.00344732
MU	TU4490_ORF_4	1454	+	2	866	976	111	0.8712	-0.23379985	0.008497282
MU	TU4490_ORF_5	1454	+	2	407	511	105	1.0452	0.302279672	0.04790235
MU	TU4491_ORF_1	1511	+	3	1161	1466	306	0.646	-0.450114411	0.01306561
MU	TU4491_ORF_2	1511	+	1	418	561	144	0.9527	-0.199286088	0.014625736
MU	TU4491_ORF_3	1511	+	2	923	1033	111	0.8712	-0.23379985	0.007872925
MU	TU4491_ORF_4	1511	+	2	464	568	105	1.0452	0.302279672	0.044512601
MU	TU4491_ORF_5	1511	+	3	816	911	96	0.6125	-0.171382038	0.003621461
MU	TU4492_ORF_1	1365	+	1	1015	1320	306	0.646	-0.450114411	0.015866843
MU	TU4492_ORF_2	1365	+	2	272	415	144	0.9527	-0.199286088	0.017755438
MU	TU4492_ORF_3	1365	+	3	777	887	111	0.8712	-0.23379985	0.009571657
MU	TU4492_ORF_4	1365	+	3	318	422	105	1.0452	0.302279672	0.053689214
MU	TU4492_ORF_5	1365	+	1	670	765	96	0.6125	-0.171382038	0.004406935
MU	TU5175_ORF_1	779	+	1	436	639	204	0.937	-0.04771335	0.085030658
MU	TU5176_ORF_1	673	+	3	330	533	204	0.937	-0.04771335	0.096844714
MU	TU5177_ORF_1	869	+	1	526	729	204	0.937	-0.04771335	0.076042567
MU	TU5897_ORF_1	563	+	2	38	223	186	0.5743	-0.255681992	0.02060784
MU	TU5896_ORF_1	444	+	2	38	148	111	0.8766	-0.10908017	0.043935537
MU	TU5898_ORF_1	389	+	2	38	223	186	0.5743	-0.255681992	0.025922689
MU	TU5815_ORF_1	265	+	3	159	263	105	0.5404	-0.825329422	0.003514904
MU	TU5932_ORF_1	388	+	3	123	377	255	0.5559	-0.200131354	0.050310282
MU	TU5932_ORF_2	388	+	2	113	199	87	1.1633	0.042892125	0.122609833
MU	TU6078_ORF_1	397	+	1	133	312	180	0.4092	-0.042330843	0.024423265
MU	TU6078_ORF_2	397	+	3	126	233	108	0.7014	0.104749144	0.044343441
MU	TU6078_ORF_3	397	+	3	288	377	90	1.3366	-0.18844539	0.121939663
MU	TU6574_ORF_1	821	+	3	9	221	213	0.7321	-0.137310106	0.039169662
MU	TU6574_ORF_2	821	+	2	257	346	90	0.8981	0.09549247	0.038507714
MU	TU6575_ORF_1	1055	+	3	336	578	243	0.5889	-0.357610852	0.014476697
MU	TU6575_ORF_2	1055	+	3	9	200	192	0.6653	-0.027141768	0.025499784
MU	TU6576_ORF_1	628	+	3	9	242	234	0.8134	-0.095129181	0.083052677
MU	TU6577_ORF_1	1175	+	3	9	173	165	0.4545	-0.07153852	0.008155756
MU	TU6577_ORF_2	1175	+	3	312	410	99	1.0075	-0.606544481	0.00694261
MU	TU6577_ORF_3	1175	+	2	611	700	90	0.8981	0.09549247	0.024233093
MU	TU6578_ORF_1	895	+	3	9	200	192	0.6653	-0.027141768	0.031454136
MU	TU6578_ORF_2	895	+	3	336	509	174	0.8439	-0.056431862	0.042861048
MU	TU6579_ORF_1	1170	+	2	611	784	174	0.8439	-0.056431862	0.029967476
MU	TU6579_ORF_2	1170	+	3	9	173	165	0.4545	-0.07153852	0.008210537
MU	TU6579_ORF_3	1170	+	3	312	410	99	1.0075	-0.606544481	0.0069893
MU	TU6580_ORF_1	900	+	3	9	200	192	0.6653	-0.027141768	0.031249158
MU	TU6580_ORF_2	900	+	3	336	425	90	0.8981	0.09549247	0.034747814
MU	TU6581_ORF_1	603	+	3	9	167	159	0.5348	-0.125357901	0.018646804
MU	TU6582_ORF_1	623	+	3	9	182	174	0.6656	-0.080378858	0.034020436
MU	TU6582_ORF_2	623	+	1	151	237	87	0.955	-0.319385103	0.021946371
MU	TU6792_ORF_1	1425	+	1	1030	1269	240	0.9492	0.161919488	0.084037218
MU	TU6792_ORF_2	1425	+	3	1083	1310	228	1.0948	0.004379037	0.081369627
MU	TU7044_ORF_1	251	+	2	104	250	147	1.0034	0.230961719	0.215183824
MU	TU7044_ORF_2	251	+	1	58	168	111	1.105	-0.334182988	0.065662841
MU	TU8099_ORF_1	490	+	3	90	248	159	0.4379	-0.366495969	0.009119083
MU	TU8099_ORF_2	490	+	1	208	333	126	1.0492	-0.40311137	0.039821383
MU	TU8099_ORF_3	490	+	2	104	202	99	0.5552	-0.542840153	0.005063999
MU	TU8099_ORF_4	490	+	1	97	180	84	0.5518	-0.496407001	0.004906329
MU	TU8367_ORF_1	319	+	1	94	189	96	1.0746	0.431689471	0.243101837
MU	TU8715_ORF_1	832	+	1	703	822	120	0.8351	-0.632809566	0.007325728
MU	TU8715_ORF_2	832	+	1	583	663	81	0.3682	-0.919107172	0.000622507
MU	TU8715_ORF_3	832	+	2	278	358	81	0.6087	-0.46443671	0.003878872
MU	TU8715_ORF_4	832	+	2	611	691	81	0.6134	-0.772366478	0.001883465
MU	TU8795_ORF_1	971	+	2	473	751	279	0.912	-0.358327382	0.057654289
MU	TU8795_ORF_2	971	+	3	252	398	147	0.9531	0.085058135	0.058902431
MU	TU8795_ORF_3	971	+	3	591	692	102	0.899	-0.875753302	0.003533854
MU	TU8795_ORF_4	971	+	2	95	178	84	0.3652	-0.662181158	0.000972232
MU	TU8819_ORF_1	323	+	3	189	281	93	1.0015	-0.543104858	0.023377434
MU	TU9000_ORF_1	3230	+	1	1201	1590	390	0.5296	-0.106387031	0.004337728
MU	TU9000_ORF_2	3230	+	2	914	1303	390	0.5333	-0.064861995	0.004844767
MU	TU9000_ORF_3	3230	+	2	1559	1780	222	0.5685	-0.85394658	0.000184715
MU	TU9000_ORF_4	3230	+	2	689	871	183	0.5524	-0.639289826	0.000208335
MU	TU9000_ORF_5	3230	+	3	1911	2084	174	0.9102	-0.232141095	0.001538755
MU	TU9001_ORF_1	1575	+	2	914	1303	390	0.5333	-0.064861995	0.043485886
MU	TU9001_ORF_2	1575	+	1	1201	1572	372	0.8044	-0.06869117	0.081421167
MU	TU9001_ORF_3	1575	+	2	689	871	183	0.5524	-0.639289826	0.001942154
MU	TU9001_ORF_4	1575	+	3	243	410	168	0.7156	-0.392616518	0.005069328
MU	TU9001_ORF_5	1575	+	1	334	465	132	0.8842	-0.657841991	0.003287075
MU	TU9141_ORF_1	1000	+	3	477	647	171	0.9369	-0.136377871	0.039952698
MU	TU9141_ORF_2	1000	+	2	8	157	150	0.4352	-0.751010854	0.001679863
MU	TU9141_ORF_3	1000	+	2	326	439	114	0.8346	0.143832179	0.034664781
MU	TU9141_ORF_4	1000	+	1	373	480	108	0.8211	-0.376750106	0.00927879
MU	TU9141_ORF_5	1000	+	1	892	999	108	0.9645	-0.349763532	0.015312293
MU	TU9310_ORF_1	442	+	1	106	318	213	0.7343	0.114738769	0.111386908
MU	TU9306_ORF_1	945	+	1	754	840	87	0.7505	-0.700741748	0.003086921
MU	TU9306_ORF_2	945	+	1	40	120	81	0.8791	-0.006490476	0.02257716
MU	TU9307_ORF_1	871	+	2	680	766	87	0.7505	-0.700741748	0.003410112
MU	TU9307_ORF_2	871	+	1	40	120	81	0.8791	-0.006490476	0.024889968
MU	TU9309_ORF_1	1399	+	1	499	780	282	0.5597	-0.40519468	0.010517262
MU	TU9309_ORF_2	1399	+	3	723	860	138	0.9809	-0.284148122	0.014360591
MU	TU9309_ORF_3	1399	+	3	456	584	129	0.7963	-0.292683527	0.007404283
MU	TU9309_ORF_4	1399	+	2	1040	1165	126	0.6166	-1.073390906	0.000640591
MU	TU9309_ORF_5	1399	+	1	40	120	81	0.8791	-0.006490476	0.012360028
MU	TU9311_ORF_1	465	+	1	277	399	123	0.6279	-0.413303139	0.010994075
MU	TU9308_ORF_1	1131	+	2	455	592	138	0.9809	-0.284148122	0.020491904
MU	TU9308_ORF_2	1131	+	1	772	897	126	0.6166	-1.073390906	0.000919559
MU	TU9308_ORF_3	1131	+	3	399	512	114	0.6087	-0.491462405	0.003253359
MU	TU9343_ORF_1	201	+	3	21	110	90	0.5793	-0.696266942	0.005148589
MU	TU9342_ORF_1	221	+	3	21	110	90	0.5793	-0.696266942	0.005012131
MU	TU9359_ORF_1	793	+	2	365	727	363	0.61	-0.260891024	0.075301714
MU	TU9359_ORF_2	793	+	1	460	597	138	0.6765	-0.506525553	0.007515784
MU	TU9359_ORF_3	793	+	3	498	614	117	0.7754	-0.489002136	0.008819381
MU	TU9359_ORF_4	793	+	3	306	395	90	0.4562	-0.251045554	0.004612719
MU	TU9645_ORF_1	742	+	1	157	285	129	0.8311	-0.576887244	0.010090472
MU	TU9645_ORF_2	742	+	1	640	741	102	1.1213	-0.118755797	0.055696413
MU	TU10021_ORF_1	574	+	3	273	470	198	0.7102	-0.70524362	0.01177906
MU	TU10593_ORF_1	415	+	1	16	117	102	0.4849	-0.220140725	0.009999402
MU	TU10618_ORF_1	725	+	2	8	181	174	0.9248	-0.111842417	0.059527099
MU	TU10618_ORF_2	725	+	2	569	661	93	0.9212	-0.110107831	0.029782021
MU	TU10618_ORF_3	725	+	2	242	331	90	0.6365	0.132564758	0.021755337
MU	TU11075_ORF_1	203	+	2	119	202	84	0.6937	-0.090157284	0.028962368
MU	TU11148_ORF_1	289	+	3	84	287	204	0.7839	-0.318540049	0.055383564
MU	TU11148_ORF_2	289	+	2	194	289	96	0.4218	-0.237578158	0.0088835
MU	TU11394_ORF_1	381	+	1	94	231	138	0.623	-0.196844509	0.023001921
MU	TU12318_ORF_1	461	+	1	82	297	216	0.5392	0.033499877	0.053533411
MU	TU12318_ORF_2	461	+	2	347	460	114	0.8515	-0.290095234	0.026901729
MU	TU12431_ORF_1	1386	+	1	1003	1386	384	0.7501	-0.366209059	0.050054638
MU	TU12431_ORF_2	1386	+	2	794	946	153	1.2182	0.320307053	0.130544224
MU	TU12431_ORF_3	1386	+	2	131	262	132	0.5447	-0.531300447	0.002019756
MU	TU12431_ORF_4	1386	+	3	987	1106	120	0.8298	-0.217819885	0.009217573
MU	TU12431_ORF_5	1386	+	2	1148	1240	93	1.0533	-0.566667022	0.006279982
MU	TU12590_ORF_1	222	+	2	119	220	102	1.0286	-0.354658819	0.048311859
MU	TU12682_ORF_1	631	+	2	440	553	114	0.6757	-0.499356594	0.007674535
MU	TU12682_ORF_2	631	+	2	59	136	78	0.9411	-0.223248543	0.024137077
MU	TU12756_ORF_1	592	+	1	40	591	552	0.5644	0.015496584	0.489583073
MU	TU12755_ORF_1	573	+	3	174	572	399	0.5326	0.087924834	0.215157789
MU	TU12946_ORF_1	525	+	1	304	477	174	0.6573	-0.051031233	0.040346712
MU	TU12946_ORF_2	525	+	3	258	422	165	0.5229	0.28635792	0.054495843
MU	TU12946_ORF_3	525	+	2	314	463	150	0.7701	-0.018937698	0.049429591
MU	TU12956_ORF_1	736	+	2	323	484	162	0.5688	-0.375208852	0.009844497
MU	TU12956_ORF_2	736	+	1	589	681	93	0.7021	-1.409431837	0.000680394
MU	TU13281_ORF_1	623	+	2	155	334	180	0.4039	-0.405707889	0.007532947
MU	TU13281_ORF_2	623	+	1	58	192	135	0.6964	-0.637163638	0.007157762
MU	TU13283_ORF_1	665	+	2	269	523	255	0.63	-0.236235769	0.040312094
MU	TU13283_ORF_2	665	+	3	441	614	174	0.5504	-0.605492506	0.006572441
MU	TU13283_ORF_3	665	+	1	31	177	147	1.008	-0.214872593	0.051735198
MU	TU13283_ORF_4	665	+	1	193	330	138	0.6583	-0.660272755	0.005849755
MU	TU13283_ORF_5	665	+	2	527	658	132	0.7597	-0.417584773	0.013473424
MU	TU13493_ORF_1	205	+	3	3	116	114	0.6854	-0.190297989	0.02887392
MU	TU13493_ORF_2	205	+	1	97	204	108	0.4328	0.071849769	0.023692689
MU	TU14114_ORF_1	417	+	2	323	403	81	0.8811	-0.438800504	0.016521282
MU	TU14527_ORF_1	1284	+	2	587	892	306	0.4704	-0.455021479	0.010236094
MU	TU14527_ORF_2	1284	+	1	892	993	102	0.9313	-0.480515598	0.006585372
MU	TU14527_ORF_3	1284	+	2	68	154	87	0.6727	-0.166200974	0.005528204
MU	TU14527_ORF_4	1284	+	1	205	285	81	0.957	-0.031232338	0.017213111
MU	TU14527_ORF_5	1284	+	3	1020	1100	81	0.556	-0.143669488	0.0038674
MU	TU14536_ORF_1	201	+	2	35	148	114	0.3506	-0.732103523	0.002892143
MU	TU14812_ORF_1	725	+	2	242	676	435	0.6128	0.058824501	0.268305861
MU	TU14812_ORF_2	725	+	3	603	698	96	0.8219	-0.367810616	0.012349267
MU	TU14812_ORF_3	725	+	3	81	173	93	1.0708	0.002872988	0.060024392
MU	TU14881_ORF_1	290	+	2	173	271	99	0.4842	-0.586859457	0.004796097
MU	TU14891_ORF_1	849	+	2	656	799	144	0.7548	0.088841957	0.037850145
MU	TU14891_ORF_2	849	+	3	687	818	132	0.589	-0.422342155	0.006183006
MU	TU14891_ORF_3	849	+	1	433	546	114	0.7979	-0.31548401	0.012890292
MU	TU14891_ORF_4	849	+	1	589	678	90	1.0203	-0.031337359	0.039814868
MU	TU14892_ORF_1	544	+	3	351	494	144	0.7548	0.088841957	0.056051243
MU	TU14892_ORF_2	544	+	1	382	513	132	0.589	-0.422342155	0.00930349
MU	TU14892_ORF_3	544	+	2	128	241	114	0.7979	-0.31548401	0.019330016
MU	TU14892_ORF_4	544	+	2	284	373	90	1.0203	-0.031337359	0.058902907
